"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"Frumpies","Aleena","F","0","Kirby","134.47791","paid","Waterloo-Cedar Falls, IA","157","Fuck Kitty","44"
"D-12","Aleena","F","1","Kirby","261.40689","paid","Waterloo-Cedar Falls, IA","157","Barbershop","44"
"Emil Gilels/Orchestre de la SociÃÂ©tÃÂ© des Concerts du Conservatoire/AndrÃÂ© Cluytens","Tegan","F","2","Levine","375.19628","free","Portland-South Portland, ME","165","Piano Concerto No. 2 in G minor Op. 22 (2006 Digital Remaster): III.  Presto","80"
"Dragonette","Lily","F","38","Koch","246.49098","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Fixin to Thrill","15"
"Pennywise","Mohammad","M","0","Rodriguez","188.26404","free","Sacramento--Roseville--Arden-Arcade, CA","87","The Western World","88"
"Kanye West","Aleena","F","2","Kirby","238.52363","paid","Waterloo-Cedar Falls, IA","157","Flashing Lights","44"
"Flash And The Pan","Lily","F","39","Koch","224.65261","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Waiting for a Train [Single Mix]","15"
"Washed Out","Tegan","F","3","Levine","168.6722","free","Portland-South Portland, ME","165","New Theory","80"
"Katy Perry","Aleena","F","3","Kirby","179.40853","paid","Waterloo-Cedar Falls, IA","157","I Kissed A Girl","44"
"AFI","Lily","F","40","Koch","198.97424","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Miss Murder","15"
"Drake / Kanye West / Lil Wayne / Eminem","Aleena","F","4","Kirby","357.66812","paid","Waterloo-Cedar Falls, IA","157","Forever","44"
"The Crests","Lily","F","41","Koch","182.88281","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","16 Candles","15"
"Nirvana","Lily","F","42","Koch","219.08853","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Come As You Are","15"
"Knights Of The Abyss","Aleena","F","5","Kirby","205.66159","paid","Waterloo-Cedar Falls, IA","157","Dragon Pie","44"
"Binary Star","Lily","F","43","Koch","300.19873","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Honest Expression","15"
"Nada Surf","Aleena","F","6","Kirby","181.08036","paid","Waterloo-Cedar Falls, IA","157","Whose Authority","44"
"Blank & Jones","Aleena","F","7","Kirby","310.15138","paid","Waterloo-Cedar Falls, IA","157","Beyond Time (Ambient Mix)","44"
"Carnifex","Lily","F","44","Koch","219.89832","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","By Darkness Enslaved","15"
"Bono / Secret Machines","Lily","F","45","Koch","285.43955","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","I Am The Walrus","15"
"Broadcast 2000","Aleena","F","8","Kirby","198.84363","paid","Waterloo-Cedar Falls, IA","157","The View","44"
"Pixies","Aleena","F","9","Kirby","229.3024","paid","Waterloo-Cedar Falls, IA","157","Where Is My Mind?","44"
"Kings Of Leon","Lily","F","46","Koch","242.99057","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Holy Roller Novocaine","15"
"Arctic Monkeys","Aleena","F","10","Kirby","221.85751","paid","Waterloo-Cedar Falls, IA","157","You Know I'm No Good","44"
"Alliance Ethnik","Lily","F","47","Koch","252.21179","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","ReprÃÂ©sente","15"
"Apocalyptica","Chloe","F","0","Cuevas","409.86077","free","San Francisco-Oakland-Hayward, CA","179","Coma","49"
"Big Tymers","Aleena","F","11","Kirby","256.15628","paid","Waterloo-Cedar Falls, IA","157","Lil Mama","44"
"Pat Green","Lily","F","48","Koch","295.33995","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Whiskey","15"
"Daughtry","Aleena","F","12","Kirby","249.91302","paid","Waterloo-Cedar Falls, IA","157","No Surprise","44"
"Air","Chloe","F","1","Cuevas","212.21832","free","San Francisco-Oakland-Hayward, CA","179","Playground Love","49"
"Sam Cooke","Lily","F","49","Koch","122.04363","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Ain't Misbehavin","15"
"Live","Aleena","F","13","Kirby","203.28444","paid","Waterloo-Cedar Falls, IA","157","Deep Enough","44"
"Everclear","Lily","F","50","Koch","222.61506","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Summerland","15"
"Alison Krauss / Union Station","Aleena","F","14","Kirby","129.67138","paid","Waterloo-Cedar Falls, IA","157","Down To The River To Pray","44"
"The All-American Rejects","Lily","F","51","Koch","239.22893","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Move Along","15"
"Covenant","Aleena","F","15","Kirby","300.19873","paid","Waterloo-Cedar Falls, IA","157","XRDS","44"
"You Me At Six","Aiden","M","0","Hess","191.13751","free","La Crosse-Onalaska, WI-MN","189","Liquid Confidence","86"
"Motion City Soundtrack","Lily","F","52","Koch","206.34077","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Everything Is Alright (Album Version)","15"
"FM Static","Lily","F","53","Koch","169.84771","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Something To Believe In","15"
"Dave Gahan","Lily","F","54","Koch","272.92689","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Kingdom","15"
"Metallica","Lily","F","55","Koch","319.73832","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Mama Said","15"
"Dr. Hook","Lily","F","56","Koch","229.77261","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Sylvia's Mother","15"
"Gotan Project","Lily","F","57","Koch","321.30567","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Diferente","15"
"Carrie Underwood","Lily","F","58","Koch","221.3873","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Play On","15"
"Ut","Lily","F","59","Koch","313.86077","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","I.D.","15"
"Lil Wayne / Eminem","Lily","F","60","Koch","229.58975","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Drop The World","15"
"Damage","Lily","F","61","Koch","263.18322","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","For Your Pleasure","15"
"Rionegro / SolimÃÂµes","Lily","F","62","Koch","280.92036","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","De SÃÂ£o Paulo ÃÂ BelÃÂ©m","15"
"Drive-By Truckers","Lily","F","63","Koch","246.22975","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Outfit","15"
"Tweet","Lily","F","64","Koch","256.39138","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Smoking Cigarettes (LP Version)","15"
"Ben Folds Five","Lily","F","65","Koch","207.882","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Steven's Last Night In Town","15"
"Glen Hansard","Lily","F","66","Koch","239.59465","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Lies","15"
"Chevelle","Adler","M","0","Barrera","389.85098","free","New York-Newark-Jersey City, NY-NJ-PA","174","Dos (LP Version)","100"
"Bill Withers","Lily","F","67","Koch","383.73832","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Make Love To Your Mind","15"
"Jorge Drexler","Adler","M","1","Barrera","272.14322","free","New York-Newark-Jersey City, NY-NJ-PA","174","Salvapantallas","100"
"Michael Bolton","Lily","F","68","Koch","255.65995","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","How Am I Supposed To Live Without You","15"
"The Mercury Program","Adler","M","2","Barrera","449.12281","free","New York-Newark-Jersey City, NY-NJ-PA","174","Marianas","100"
"Duran Duran","Lily","F","69","Koch","321.88036","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","The Seventh Stranger","15"
"Little Boots","Lily","F","70","Koch","195.94404","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Meddle","15"
"Johnossi","Lily","F","71","Koch","174.2624","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Glory Days To Come","15"
"BjÃÂ¶rk","Lily","F","72","Koch","348.57751","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Undo","15"
"Black Eyed Peas","Lily","F","73","Koch","226.37669","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Hey Mama","15"
"DecembeRadio","Lily","F","74","Koch","249.62567","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Find You Waiting","15"
"Bonobo","Lily","F","75","Koch","270.41914","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","1009","15"
"Five Iron Frenzy","Tegan","F","1","Levine","236.09424","free","Portland-South Portland, ME","194","Canada","80"
"Morcheeba","Tegan","F","2","Levine","347.71546","free","Portland-South Portland, ME","194","The Sea","80"
"The Avett Brothers","Tegan","F","3","Levine","307.9571","free","Portland-South Portland, ME","194","All My Mistakes (US4BW0700133)","80"
"Dave Darell","Aiden","M","0","Hess","217.33832","free","La Crosse-Onalaska, WI-MN","197","Children","86"
"Priestess","Ryan","M","1","Smith","190.45832","free","San Jose-Sunnyvale-Santa Clara, CA","183","Talk To Her","26"
"Arcade Fire","Ryan","M","2","Smith","169.19465","free","San Jose-Sunnyvale-Santa Clara, CA","183","I'm Sleeping In A Submarine","26"
"Daft Punk","Ryan","M","3","Smith","211.69587","free","San Jose-Sunnyvale-Santa Clara, CA","183","Crescendolls","26"
"Nickel Creek","Ryan","M","4","Smith","255.13751","free","San Jose-Sunnyvale-Santa Clara, CA","183","When In Rome","26"
"Squeeze","Ryan","M","5","Smith","229.56363","free","San Jose-Sunnyvale-Santa Clara, CA","183","Footprints","26"
"Creedence Clearwater Revival","Samuel","M","0","Gonzalez","175.80363","free","Houston-The Woodlands-Sugar Land, TX","60","Sweet Hitch-Hiker","61"
"Kierra Sheard","Samuel","M","1","Gonzalez","299.02322","free","Houston-The Woodlands-Sugar Land, TX","60","Love Like Crazy (Extended Mix)","61"
"Greg Laswell","Mohammad","M","1","Rodriguez","251.08853","free","Sacramento--Roseville--Arden-Arcade, CA","193","Comes And Goes ( In Waves )","88"
"Pavement","Mohammad","M","3","Rodriguez","99.16036","free","Sacramento--Roseville--Arden-Arcade, CA","193","Mercy:The Laundromat","88"
"Sixx A.M.","Mohammad","M","4","Rodriguez","280.58077","free","Sacramento--Roseville--Arden-Arcade, CA","193","Courtesy Call (Explicit)","88"
"Leonard Cohen","Mohammad","M","5","Rodriguez","267.67628","free","Sacramento--Roseville--Arden-Arcade, CA","193","I'm Your Man","88"
"The Tallest Man On Earth","Joseph","M","0","Gutierrez","203.62404","free","Columbia, SC","167","The Wild Hunt","75"
"My Chemical Romance","Joseph","M","1","Gutierrez","161.90649","free","Columbia, SC","167","Teenagers (Album Version)","75"
"Wendy Rene","Joseph","M","2","Gutierrez","182.46485","free","Columbia, SC","167","After Laughter (Comes Tears) (LP Version)","75"
"Jack Johnson / Paula Fuga","Joseph","M","3","Gutierrez","178.33751","free","Columbia, SC","167","Country Road","75"
"Tub Ring","Joseph","M","4","Gutierrez","233.69098","free","Columbia, SC","167","Invalid","75"
"No Doubt","Mohammad","M","0","Rodriguez","44.93016","free","Sacramento--Roseville--Arden-Arcade, CA","205","BND","88"
"Katy Perry","Mohammad","M","1","Rodriguez","179.40853","free","Sacramento--Roseville--Arden-Arcade, CA","205","I Kissed A Girl","88"
"Neutral Milk Hotel","Joseph","M","5","Gutierrez","248.37179","free","Columbia, SC","167","Ghost","75"
"Dwight Yoakam","Ava","F","0","Robinson","239.3073","free","New Haven-Milford, CT","156","You're The One","50"
"Ella Fitzgerald","Joseph","M","6","Gutierrez","427.15383","free","Columbia, SC","167","On Green Dolphin Street (Medley) (1999 Digital Remaster)","75"
"Tony Rohr","Ava","F","1","Robinson","403.09506","free","New Haven-Milford, CT","156","Van Comp","50"
"Braid","Joseph","M","7","Gutierrez","222.74567","free","Columbia, SC","167","Divers","75"
"Fourmost","Joseph","M","8","Gutierrez","113.6322","free","Columbia, SC","167","Hello Little Girl","75"
"Catupecu Machu","Joseph","M","9","Gutierrez","212.32281","free","Columbia, SC","167","Hormigas","75"
"Creed","Joseph","M","10","Gutierrez","329.87383","free","Columbia, SC","167","Weathered","75"
"Ennio Morricone","Joseph","M","11","Gutierrez","215.01342","free","Columbia, SC","167","Chi Mai (El Profesional)","75"
"Down To The Bone","Sylvie","F","0","Cruz","333.76608","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","182","Keep On Keepin' On","10"
"Three Drives","Sylvie","F","1","Cruz","411.6371","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","182","Greece 2000","10"
"Sebastien Tellier","Sylvie","F","2","Cruz","377.73016","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","182","Kilometer","10"
"Lonnie Gordon","Sylvie","F","3","Cruz","181.21098","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","182","Catch You Baby (Steve Pitron & Max Sanna Radio Edit)","10"
"Charttraxx Karaoke","Ava","F","0","Robinson","225.17506","free","New Haven-Milford, CT","207","Fireflies","50"
"Ska-P","Ava","F","1","Robinson","220.21179","free","New Haven-Milford, CT","207","NiÃÂ±o Soldado","50"
"Dwight Yoakam","Ava","F","2","Robinson","239.3073","free","New Haven-Milford, CT","207","You're The One","50"
"Radiohead","Ayleen","F","0","Wise","130.82077","free","Columbia, SC","70","Pop Is Dead","71"
"Scouting for Girls","Ayleen","F","1","Wise","201.1424","free","Columbia, SC","70","The Mountains Of Navaho","71"
"Alliance Ethnik","Ayleen","F","2","Wise","195.94404","free","Columbia, SC","70","SinceritÃÂ© Et Jalousie","71"
"OutKast","Ayleen","F","3","Wise","227.52608","free","Columbia, SC","70","Ova Da Wudz","71"
"Bloodhound Gang","Kaleb","M","0","Cook","260.20526","free","Yuba City, CA","53","Uhn Tiss Uhn Tiss Uhn Tiss","54"
"Rammstein","Isaac","M","0","Valdez","228.46649","free","Saginaw, MI","112","Adios","3"
"Gershon Kingsley","Isaac","M","1","Valdez","146.57261","free","Saginaw, MI","112","Pop Corn","3"
"The Rakes","Isaac","M","2","Valdez","150.59546","free","Saginaw, MI","112","Strasbourg","3"
"Dee Dee Bridgewater","Lily","F","38","Koch","318.64118","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","La Vie En Rose","15"
"Tim O'brien","Lily","F","39","Koch","176.14322","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Think About Last Night","15"
"Nirvana","Lily","F","40","Koch","215.11791","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Love Buzz","15"
"Weezer","Lily","F","41","Koch","479.32036","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Only In Dreams","15"
"Nightwish","Lily","F","42","Koch","286.1971","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","She Is My Sin","15"
"California Swag District","Lily","F","43","Koch","239.17669","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Teach Me How To Dougie","15"
"Miike Snow","Lily","F","44","Koch","385.35791","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Silvia","15"
"Katy Perry","Lily","F","45","Koch","179.40853","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","I Kissed A Girl","15"
"Sikth","Lily","F","46","Koch","250.53995","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Peep Show","15"
"Lily Allen","Lily","F","47","Koch","199.88853","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Not Fair","15"
"The Presidents of the United States of America","Lily","F","48","Koch","495.77751","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Lump","15"
"Wordsworth","Lily","F","49","Koch","253.1522","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Right Now (Produced by Ayatollah)","15"
"Rihanna","Lily","F","50","Koch","229.04118","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Take A Bow","15"
"Tomas Bodin","Lily","F","51","Koch","396.53832","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Back To The African Garden","15"
"Black Eyed Peas","Lily","F","52","Koch","326.86975","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","My Humps","15"
"Carolina Liar","Lily","F","53","Koch","240.45669","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Show Me What I'm Looking For (Album Version)","15"
"Kansas","Lily","F","54","Koch","202.29179","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Dust in The Wind","15"
"Onar","Lily","F","55","Koch","306.6771","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Xehasmeni Melodia","15"
"Live","Lily","F","56","Koch","286.98077","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Lakini's Juice","15"
"Abstract Rude","Lily","F","57","Koch","196.85832","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Nuff Fire","15"
"Johnny Horton","Lily","F","58","Koch","131.81342","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Mean Mean Son Of A Gun","15"
"The Men They Couldn't Hang","Lily","F","59","Koch","251.14077","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Ironmasters","15"
"Rilo Kiley","Lily","F","60","Koch","234.03057","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","The Absence Of God (Album Version)","15"
"Shwayze","Lily","F","61","Koch","201.63873","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Lost My Mind","15"
"Bram Vermeulen","Lily","F","62","Koch","251.42812","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Mamma","15"
"Death Cab for Cutie","Lily","F","63","Koch","189.3873","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","I Will Follow You into the Dark (Album Version)","15"
"Dwight Yoakam","Lily","F","64","Koch","239.3073","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","You're The One","15"
"Jadakiss / Ghostface Killah / Raekwon","Lily","F","65","Koch","173.76608","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Cartel Gathering","15"
"Rosana","Lily","F","66","Koch","256.31302","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Si tu no estas","15"
"The Killers","Lily","F","67","Koch","230.39955","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","The Ballad of Michael Valentine","15"
"Alliance Ethnik","Lily","F","68","Koch","195.94404","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","SinceritÃÂ© Et Jalousie","15"
"Enya","Lily","F","69","Koch","289.802","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","China Roses","15"
"Aya RL","Lily","F","70","Koch","225.43628","paid","Chicago-Naperville-Elgin, IL-IN-WI","818","Jazz","15"
"Clor","Ryan","M","0","Smith","227.68281","free","San Jose-Sunnyvale-Santa Clara, CA","820","Love + Pain","26"
"Alejandro Fernandez","Ryan","M","1","Smith","262.84363","free","San Jose-Sunnyvale-Santa Clara, CA","820","Solitario Y Solo","26"
"Yonder Mountain String Band","Ryan","M","2","Smith","152.18893","free","San Jose-Sunnyvale-Santa Clara, CA","820","Midwest Gospel Radio","26"
"K'Naan","Ava","F","0","Robinson","220.49914","free","New Haven-Milford, CT","824","Wavin'  Flag","50"
"Cradle Of Filth","Kate","F","0","Harrell","453.09342","paid","Lansing-East Lansing, MI","828","Her Ghost In The Fog","97"
"Amanda Marshall","Kate","F","1","Harrell","274.28526","paid","Lansing-East Lansing, MI","828","Let It Rain","97"
"Rammstein","Kate","F","2","Harrell","272.40444","paid","Lansing-East Lansing, MI","828","Sonne","97"
"Cat Stevens","Kate","F","3","Harrell","167.6273","paid","Lansing-East Lansing, MI","828","If You Want To Sing Out_ Sing Out","97"
"Emma Shapplin","Kate","F","4","Harrell","267.62404","paid","Lansing-East Lansing, MI","828","Spente Le Stelle","97"
"Modest Mouse","Kate","F","5","Harrell","209.52771","paid","Lansing-East Lansing, MI","828","Float On","97"
"Flaco Jimenez","Kate","F","6","Harrell","155.81995","paid","Lansing-East Lansing, MI","828","En El Cielo No Hay Cerveza (In Heaven There Is No Beer)","97"
"Modest Mouse","Kate","F","7","Harrell","209.52771","paid","Lansing-East Lansing, MI","828","Float On","97"
"Cedric Gervais feat. Second Sun","Kate","F","8","Harrell","230.32118","paid","Lansing-East Lansing, MI","828","Pills (Radio Edit) (Radio Edit)","97"
"Sheena Easton","Kate","F","9","Harrell","239.62077","paid","Lansing-East Lansing, MI","828","Strut (1993 Digital Remaster)","97"
"Everything But The Girl","Kate","F","10","Harrell","218.74893","paid","Lansing-East Lansing, MI","828","My Baby Don't Love Me","97"
"Florence + The Machine","Kate","F","11","Harrell","219.66322","paid","Lansing-East Lansing, MI","828","Dog Days Are Over (Radio Edit)","97"
"BoDeans","Kate","F","12","Harrell","354.01098","paid","Lansing-East Lansing, MI","828","Naked (Live)","97"
"OneRepublic","Kate","F","13","Harrell","208.14322","paid","Lansing-East Lansing, MI","828","Apologize","97"
"Miley Cyrus","Kate","F","14","Harrell","194.45506","paid","Lansing-East Lansing, MI","828","Full Circle","97"
"Coldplay","Kate","F","15","Harrell","139.12771","paid","Lansing-East Lansing, MI","828","Don't Panic","97"
"Atreyu","Kate","F","16","Harrell","308.37506","paid","Lansing-East Lansing, MI","828","You Were The King_ Now You're Unconscious (Album Version)","97"
"Bruce Springsteen","Kate","F","17","Harrell","270.54975","paid","Lansing-East Lansing, MI","828","Born To Run","97"
"BjÃÂ¶rk","Kate","F","18","Harrell","348.57751","paid","Lansing-East Lansing, MI","828","Undo","97"
"Big Shug","Kate","F","19","Harrell","140.56444","paid","Lansing-East Lansing, MI","828","It Just Don't Stop","97"
"The Wallflowers","Kate","F","20","Harrell","315.24526","paid","Lansing-East Lansing, MI","828","Be Your Own Girl","97"
"Chris Brown","Kate","F","21","Harrell","203.80689","paid","Lansing-East Lansing, MI","828","Ain't No Way (You Won't Love Me)","97"
"Charly GarcÃÂ­a","Kate","F","22","Harrell","231.73179","paid","Lansing-East Lansing, MI","828","Filosofia Barata Y Zapatos De Goma","97"
"N.W.A ft. Eazy-E","Kate","F","23","Harrell","338.18077","paid","Lansing-East Lansing, MI","828","Boyz-N-The-Hood","97"
"The Mighty Mighty Bosstones","Kate","F","24","Harrell","158.87628","paid","Lansing-East Lansing, MI","828","1/2/2008","97"
"Beastie Boys","Kate","F","25","Harrell","211.722","paid","Lansing-East Lansing, MI","828","Unite (2009 Digital Remaster)","97"
"Yuksek","Kate","F","26","Harrell","218.95791","paid","Lansing-East Lansing, MI","828","Take A Ride","97"
"Fernando Ubiergo","Kate","F","27","Harrell","218.74893","paid","Lansing-East Lansing, MI","828","Cuando Agosto Era 21","97"
"Phoenix","Kate","F","28","Harrell","192.86159","paid","Lansing-East Lansing, MI","828","Napoleon Says","97"
"Radney Foster","Jayden","M","0","Fox","288.96608","free","New Orleans-Metairie, LA","790","Sweet And Wild","101"
"Neneh Cherry","Jayden","M","1","Fox","232.202","free","New Orleans-Metairie, LA","790","Manchild","101"
"Hooligans","Ayla","F","0","Johnson","189.98812","free","Santa Rosa, CA","785","Szex & KV","63"
"Kid Cudi / MGMT / Ratatat","Lily","F","0","Burns","295.67955","free","New York-Newark-Jersey City, NY-NJ-PA","786","Pursuit Of Happiness (nightmare)","32"
"Foals","Morris","M","0","Gilmore","316.89098","free","Raleigh, NC","351","Blue Blood","23"
"'N Sync/Phil Collins","Morris","M","1","Gilmore","143.64689","free","Raleigh, NC","351","Trashin' The Camp (Phil And 'N Sync Version)","23"
"Kristian Stanfill","Jayden","M","0","Fox","287.50322","free","New Orleans-Metairie, LA","838","I Need You","101"
"Enrique Iglesias","Jayden","M","1","Fox","241.42322","free","New Orleans-Metairie, LA","838","Tired Of Being Sorry","101"
"Michael Cretu","Jayden","M","2","Fox","301.06077","free","New Orleans-Metairie, LA","838","The Invisible Man","101"
"Tommy Emmanuel","Jayden","M","3","Fox","168.14975","free","New Orleans-Metairie, LA","838","Windy & Warm","101"
"Cherise","Stefany","F","0","White","229.69424","free","Lubbock, TX","772","No Good 4 You","83"
"Anna Waronker","Jayden","F","0","Duffy","189.6224","free","Seattle-Tacoma-Bellevue, WA","662","Nothing Personal","76"
"King ChangÃÂ³","Cecilia","F","0","Owens","340.74077","free","Atlanta-Sandy Springs-Roswell, GA","763","ConfesiÃÂ³n","6"
"Gang Of Four","Cecilia","F","1","Owens","193.14893","free","Atlanta-Sandy Springs-Roswell, GA","763","I Found That Essence Rare","6"
"Line Renaud","Cecilia","F","2","Owens","176.16934","free","Atlanta-Sandy Springs-Roswell, GA","763","Le Soir","6"
"the bird and the bee","Tegan","F","2","Levine","198.1122","paid","Portland-South Portland, ME","823","Last Day Of Our Love","80"
